,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
279,　　　222 セメント・同製品製造業,平成11年度,234,1004,57,275,1114,1181,2505,21348,5697,7247,1164,1873,2318,45783
280,　　　222 セメント・同製品製造業,平成12年度,239,96,127,575,2318,1882,4195,13604,11908,3464,4749,1180,1275,45373
281,　　　222 セメント・同製品製造業,平成13年度,231,237,160,386,1078,2899,2561,17662,6531,4432,3966,790,814,41516
282,　　　222 セメント・同製品製造業,平成14年度,211,178,59,858,235,2793,2375,16183,8899,3970,982,393,613,37538
284,　　　229 その他の窯業・土石製品製造業,平成10年度,255,1591,172,1390,3101,3810,17210,10817,13964,5142,2957,1928,1893,63975
285,　　　229 その他の窯業・土石製品製造業,平成11年度,233,986,578,900,1695,1897,4088,22192,7371,9761,4361,2991,2856,59676
286,　　　229 その他の窯業・土石製品製造業,平成12年度,208,404,111,95,708,561,2245,19109,7105,11888,2036,3342,6653,54257
287,　　　229 その他の窯業・土石製品製造業,平成13年度,195,618,148,630,670,1418,1941,20342,13473,3536,2271,3326,1406,49779
288,　　　229 その他の窯業・土石製品製造業,平成14年度,191,844,244,740,901,1328,623,11389,6495,11177,3902,2002,2233,41878
290,　　230 鉄鋼業,平成10年度,408,7941,2066,6123,6494,37900,32203,42671,32475,3123,1280,765,2695,175736
291,　　230 鉄鋼業,平成11年度,388,3065,1803,3161,6761,5231,19553,47755,65615,8529,1243,1623,3010,167349
292,　　230 鉄鋼業,平成12年度,411,1036,235,1012,598,3781,5098,54801,23461,65091,3374,1060,4085,163632
293,　　230 鉄鋼業,平成13年度,410,2025,6842,4624,4459,4335,19452,88909,13457,7466,1640,2031,1602,156842
294,　　230 鉄鋼業,平成14年度,390,1352,340,1021,975,2421,10167,39044,65021,23851,2660,555,2919,150326
296,　　　231 銑鉄・粗鋼・鋼材製造業,平成10年度,165,5647,1265,5085,5769,34280,28589,26558,28977,657,485,-,708,138020
297,　　　231 銑鉄・粗鋼・鋼材製造業,平成11年度,176,2552,1488,2404,5476,4036,16978,33151,61143,5488,666,54,1545,134981
298,　　　231 銑鉄・粗鋼・鋼材製造業,平成12年度,194,686,-,776,481,3202,3164,38823,15855,61776,1547,202,2235,128747
299,　　　231 銑鉄・粗鋼・鋼材製造業,平成13年度,192,1561,6330,4069,3078,2365,17138,74436,7387,4798,768,466,1015,123411
300,　　　231 銑鉄・粗鋼・鋼材製造業,平成14年度,182,653,149,683,554,1779,8205,26903,59490,19489,1421,167,1086,120579
302,　　　232 鋳鍛造品・その他の鉄鋼製品製造業,平成10年度,243,2294,801,1038,725,3620,3614,16113,3498,2466,795,765,1987,37716
303,　　　232 鋳鍛造品・その他の鉄鋼製品製造業,平成11年度,212,513,315,757,1285,1195,2575,14604,4472,3041,577,1569,1465,32368
304,　　　232 鋳鍛造品・その他の鉄鋼製品製造業,平成12年度,217,350,235,236,117,579,1934,15978,7606,3315,1827,858,1850,34885
305,　　　232 鋳鍛造品・その他の鉄鋼製品製造業,平成13年度,218,464,512,555,1381,1970,2314,14473,6070,2668,872,1565,587,33431
306,　　　232 鋳鍛造品・その他の鉄鋼製品製造業,平成14年度,208,699,191,338,421,642,1962,12141,5531,4362,1239,388,1833,29747
308,　　240 非鉄金属製造業,平成10年度,340,2584,416,4209,4184,4155,9928,48238,41690,4550,7442,2303,4413,134112
309,　　240 非鉄金属製造業,平成11年度,332,234,111,80,892,1505,12626,34949,45681,9883,8888,429,2811,118089
310,　　240 非鉄金属製造業,平成12年度,329,267,-,112,70,2490,2145,28843,17004,36248,24789,831,7580,120379
311,　　240 非鉄金属製造業,平成13年度,318,1726,586,2229,5871,5213,10081,51378,26233,9611,3175,613,3890,120606
312,　　240 非鉄金属製造業,平成14年度,312,1078,2375,315,1812,3127,30009,34765,20176,11046,3081,889,2697,111370
314,　　　241 非鉄金属製錬・精製業,平成10年度,52,941,-,-,-,-,217,5800,7036,716,3560,366,2062,20698
315,　　　241 非鉄金属製錬・精製業,平成11年度,56,55,-,-,-,245,315,4507,5604,1867,3947,254,218,17012
316,　　　241 非鉄金属製錬・精製業,平成12年度,55,-,-,112,-,-,-,2161,3316,1648,8310,-,1437,16984
317,　　　241 非鉄金属製錬・精製業,平成13年度,61,354,382,-,499,278,797,15090,2774,2578,136,415,1551,24854
318,　　　241 非鉄金属製錬・精製業,平成14年度,62,103,91,-,508,161,299,10853,6319,3449,410,148,505,22846
320,　　　242 非鉄金属加工品製造業,平成10年度,288,1643,416,4209,4184,4155,9711,42438,34654,3834,3882,1937,2351,113414
321,　　　242 非鉄金属加工品製造業,平成11年度,276,179,111,80,892,1260,12311,30442,40077,8016,4941,175,2593,101077
322,　　　242 非鉄金属加工品製造業,平成12年度,274,267,-,-,70,2490,2145,26682,13688,34600,16479,831,6143,103395
323,　　　242 非鉄金属加工品製造業,平成13年度,257,1372,204,2229,5372,4935,9284,36288,23459,7033,3039,198,2339,95752
324,　　　242 非鉄金属加工品製造業,平成14年度,250,975,2284,315,1304,2966,29710,23912,13857,7597,2671,741,2192,88524
326,　　250 金属製品製造業,平成10年度,1043,3551,1878,2755,9949,18778,22899,84844,37063,34923,14813,17120,11062,259635
327,　　250 金属製品製造業,平成11年度,1022,2832,874,4061,6992,9295,12544,69444,64837,32413,27294,16110,15864,262560
328,　　250 金属製品製造業,平成12年度,1003,1274,4252,1248,2549,15969,13376,59072,64011,39508,26756,13716,18651,260382
329,　　250 金属製品製造業,平成13年度,1000,4244,1627,1595,6236,9241,18902,66016,70461,28019,11670,9639,12217,239867
330,　　250 金属製品製造業,平成14年度,966,2493,466,2764,2561,3219,7976,65284,59562,37980,12385,8071,13237,215998
332,　　　251 建設用・建築用金属製品製造業,平成10年度,361,1849,1072,1380,7263,13189,10126,29392,8636,10602,1936,12804,2714,100963
333,　　　251 建設用・建築用金属製品製造業,平成11年度,345,1535,502,1796,4293,5312,7443,32456,29347,12036,5579,11971,2409,114679
334,　　　251 建設用・建築用金属製品製造業,平成12年度,327,721,3750,650,1042,12153,6584,24559,29284,9168,13369,5167,2904,109351
335,　　　251 建設用・建築用金属製品製造業,平成13年度,339,564,808,462,2968,4417,12027,27948,41590,8488,2017,2655,3262,107206
336,　　　251 建設用・建築用金属製品製造業,平成14年度,317,470,119,293,890,575,3644,31556,24910,13828,2415,2479,3005,84184
338,　　　259 その他の金属製品製造業,平成10年度,682,1702,806,1375,2686,5589,12773,55452,28427,24321,12877,4316,8348,158672
339,　　　259 その他の金属製品製造業,平成11年度,677,1297,372,2265,2699,3983,5101,36988,35490,20377,21715,4139,13455,147881
340,　　　259 その他の金属製品製造業,平成12年度,676,553,502,598,1507,3816,6792,34513,34727,30340,13387,8549,15747,151031
341,　　　259 その他の金属製品製造業,平成13年度,661,3680,819,1133,3268,4824,6875,38068,28871,19531,9653,6984,8955,132661
342,　　　259 その他の金属製品製造業,平成14年度,649,2023,347,2471,1671,2644,4332,33728,34652,24152,9970,5592,10232,131814
344,　　260 一般機械器具製造業,平成10年度,1654,13735,5425,9283,22881,15592,28539,210974,119923,53622,20350,41606,38346,580276
345,　　260 一般機械器具製造業,平成11年度,1628,12196,6005,10248,14003,62182,40826,154622,134194,35767,56349,21120,46787,594299
346,　　260 一般機械器具製造業,平成12年度,1629,5146,2547,3408,5713,7867,11774,189342,122154,70240,56601,48215,68485,591492
347,　　260 一般機械器具製造業,平成13年度,1668,13992,5616,8625,8231,28851,32106,165218,137663,50130,42671,14075,67587,574765
348,　　260 一般機械器具製造業,平成14年度,1623,14159,4325,4547,12974,17534,19532,137539,154170,49750,34991,34941,67713,552175
350,　　　261 金属加工機械製造業,平成10年度,285,1221,1376,1676,4502,1438,2903,16730,12120,7342,3483,3574,6635,63000
351,　　　261 金属加工機械製造業,平成11年度,262,3855,2670,3395,3387,2375,5456,13608,13121,3968,2115,4187,5260,63397
352,　　　261 金属加工機械製造業,平成12年度,249,1577,352,475,1940,734,1651,12299,9371,8455,4581,4990,9898,56323
353,　　　261 金属加工機械製造業,平成13年度,241,1443,1320,2281,2142,3686,2901,17705,9354,5920,1755,913,7635,57055
354,　　　261 金属加工機械製造業,平成14年度,227,3018,1697,1822,2231,4914,2265,19425,4497,5677,2924,1727,6764,56961
356,　　　262 特殊産業用機械製造業,平成10年度,430,8192,1183,4285,5338,5726,9720,40544,33113,10660,3136,6043,4665,132605
357,　　　262 特殊産業用機械製造業,平成11年度,410,3274,1667,3665,6201,8475,5584,37941,39640,11175,6279,1685,5140,130726
358,　　　262 特殊産業用機械製造業,平成12年度,441,806,1541,2077,1723,3542,2584,33258,34344,22018,12880,8756,13221,136750
359,　　　262 特殊産業用機械製造業,平成13年度,437,8105,995,2987,2963,15213,4267,39659,25660,9959,4613,2078,6630,123129
360,　　　262 特殊産業用機械製造業,平成14年度,434,8506,1173,1327,3075,5711,5933,26203,41475,7593,9775,1781,6615,119167
362,　　　263 事務用・サービス用機械器具製造業,平成10年度,161,390,-,360,185,1161,1452,20466,34856,20305,304,21969,5759,107207
363,　　　263 事務用・サービス用機械器具製造業,平成11年度,165,84,316,92,322,694,2364,14089,44353,5318,35379,1579,10129,114719
364,　　　263 事務用・サービス用機械器具製造業,平成12年度,166,198,-,154,299,627,604,37735,14775,8186,22725,23071,10919,119293
365,　　　263 事務用・サービス用機械器具製造業,平成13年度,167,298,1075,1112,386,3054,17009,13152,22220,7684,26720,1982,27519,122211
366,　　　263 事務用・サービス用機械器具製造業,平成14年度,156,327,305,423,3164,3027,3720,25967,9684,12867,11800,12351,31393,115028
368,　　　269 その他の機械・同部分品製造業,平成10年度,778,3932,2866,2962,12856,7267,14464,133234,39834,15315,13427,10020,21287,277464
369,　　　269 その他の機械・同部分品製造業,平成11年度,791,4983,1352,3096,4093,50638,27422,88984,37080,15306,12576,13669,26258,285457
370,　　　269 その他の機械・同部分品製造業,平成12年度,773,2565,654,702,1751,2964,6935,106050,63664,31581,16415,11398,34447,279126
371,　　　269 その他の機械・同部分品製造業,平成13年度,823,4146,2226,2245,2740,6898,7929,94702,80429,26567,9583,9102,25803,272370
372,　　　269 その他の機械・同部分品製造業,平成14年度,806,2308,1150,975,4504,3882,7614,65944,98514,23613,10492,19082,22941,261019
374,　　270 電気機械器具製造業,平成10年度,988,8868,12496,4103,9550,101829,35524,265170,52807,28644,57444,10602,14583,601620
375,　　270 電気機械器具製造業,平成11年度,983,2677,1935,3624,6189,27252,25513,322578,79755,40300,17092,32514,17212,576641
376,　　270 電気機械器具製造業,平成12年度,987,3194,1595,1382,5200,4948,12556,230622,138662,99220,34722,19218,48200,599519
377,　　270 電気機械器具製造業,平成13年度,890,11456,10819,3047,77741,13163,30206,91045,37958,40832,9733,12101,12208,350309
378,　　270 電気機械器具製造業,平成14年度,890,5697,2640,6264,10379,7035,29182,149410,63604,30339,10787,7499,17559,340395
380,　　　271 産業用電気機械器具製造業,平成10年度,405,1346,1933,2463,4796,29245,13386,89897,20109,5662,5672,6738,2478,183725
381,　　　271 産業用電気機械器具製造業,平成11年度,402,1494,445,2925,2704,7505,9938,94543,32652,8089,9006,2471,4251,176023
382,　　　271 産業用電気機械器具製造業,平成12年度,408,1662,1595,552,640,2515,4783,37612,33603,68334,11899,7467,6632,177294
383,　　　271 産業用電気機械器具製造業,平成13年度,424,2401,2884,1552,61326,6265,15702,50075,13356,11427,3679,2155,4794,175616
384,　　　271 産業用電気機械器具製造業,平成14年度,430,1648,2339,1141,2430,4259,14327,100161,25551,15123,2402,3427,2435,175243
386,　　　272 民生用電気機械器具製造業,平成10年度,162,674,319,175,2450,1494,6521,24642,3715,5296,3176,256,806,49524
387,　　　272 民生用電気機械器具製造業,平成11年度,154,333,-,-,721,1111,6866,13534,9893,6153,879,2549,1125,43164
388,　　　272 民生用電気機械器具製造業,平成12年度,129,105,-,185,4021,666,1859,15019,7245,4269,1308,2295,1474,38446
389,　　　272 民生用電気機械器具製造業,平成13年度,129,3721,144,380,328,1234,5201,10767,6403,1347,934,2116,1452,34027
390,　　　272 民生用電気機械器具製造業,平成14年度,128,839,-,4258,4674,1184,4911,10950,5001,3174,714,645,1099,37449
392,　　　273 電子応用装置製造業,平成10年度,207,3743,10059,1024,899,67339,7052,131852,12789,5478,40879,850,5463,287427
393,　　　273 電子応用装置製造業,平成11年度,209,712,600,143,1750,14663,6983,183338,21765,20365,2652,19164,5484,277619
394,　　　273 電子応用装置製造業,平成12年度,206,232,-,566,352,1520,3360,159743,60206,5844,14259,2143,28871,277096
395,　　　273 電子応用装置製造業,平成13年度,92,1256,7519,644,11970,1083,1499,5688,5772,3519,602,590,2866,43008
396,　　　273 電子応用装置製造業,平成14年度,94,53,177,375,229,493,1713,19281,4312,3766,2058,463,2988,35908
398,　　　279 その他の電気機械器具製造業,平成10年度,214,3105,185,441,1405,3751,8565,18779,16194,12208,7717,2758,5836,80944
399,　　　279 その他の電気機械器具製造業,平成11年度,218,138,890,556,1014,3973,1726,31163,15445,5693,4555,8330,6352,79835
400,　　　279 その他の電気機械器具製造業,平成12年度,244,1195,-,79,187,247,2554,18248,37608,20773,7256,7313,11223,106683
401,　　　279 その他の電気機械器具製造業,平成13年度,245,4078,272,471,4117,4581,7804,24515,12427,24539,4518,7240,3096,97658
402,　　　279 その他の電気機械器具製造業,平成14年度,238,3157,124,490,3046,1099,8231,19018,28740,8276,5613,2964,11037,91795
404,　　280 情報通信機械器具製造業,平成10年度,308,1427,722,2643,644,3390,8808,154429,22681,6662,3636,11942,3815,220799
405,　　280 情報通信機械器具製造業,平成11年度,316,71,-,2180,1971,1362,10013,171690,20671,6765,4624,12091,6044,237482
406,　　280 情報通信機械器具製造業,平成12年度,295,692,340,441,1130,4860,12886,50661,98597,5347,15115,3328,11437,204834
407,　　280 情報通信機械器具製造業,平成13年度,395,4262,8514,48834,13379,148172,34348,71519,53944,11258,5100,2232,29433,430995
408,　　280 情報通信機械器具製造業,平成14年度,366,3479,354,686,11600,7197,33864,225326,56188,44933,3297,3369,6517,396810
410,　　　281 通信機械器具・同関連機械器具製造業,平成10年度,308,1427,722,2643,644,3390,8808,154429,22681,6662,3636,11942,3815,220799
411,　　　281 通信機械器具・同関連機械器具製造業,平成11年度,316,71,-,2180,1971,1362,10013,171690,20671,6765,4624,12091,6044,237482
412,　　　281 通信機械器具・同関連機械器具製造業,平成12年度,295,692,340,441,1130,4860,12886,50661,98597,5347,15115,3328,11437,204834
413,　　　281 通信機械器具・同関連機械器具製造業,平成13年度,276,3205,8405,47703,6824,35805,30826,44417,48827,7546,2374,1806,3648,241386
414,　　　281 通信機械器具・同関連機械器具製造業,平成14年度,251,2770,259,331,4079,5769,31951,105709,43569,39934,1825,2081,3861,242138
416,　　　282 電子計算機・同附属装置製造業,平成13年度,119,1057,109,1131,6555,112367,3522,27102,5117,3712,2726,426,25785,189609
417,　　　282 電子計算機・同附属装置製造業,平成14年度,115,709,95,355,7521,1428,1913,119617,12619,4999,1472,1288,2656,154672
419,　　291 電子部品・デバイス製造業,平成10年度,773,23562,3432,8444,10681,29667,32058,153596,54798,26376,18255,28471,46525,435865
420,　　291 電子部品・デバイス製造業,平成11年度,750,3342,1858,1221,6481,22085,23001,102502,109820,25406,33037,13865,67297,409915
421,　　291 電子部品・デバイス製造業,平成12年度,746,2374,214,153,1231,3592,18474,72100,61443,59845,33096,27685,94659,374866
422,　　291 電子部品・デバイス製造業,平成13年度,711,35558,12166,11566,19006,22680,29722,56607,41201,22213,15072,7941,38168,311900
423,　　291 電子部品・デバイス製造業,平成14年度,725,9956,3489,6818,6346,16390,11860,80991,58721,32246,22664,8331,43553,301365
425,　　300 輸送用機械器具製造業,平成10年度,1199,16910,4083,11227,11462,28288,51058,349681,125155,102062,89097,35353,6127,830503
426,　　300 輸送用機械器具製造業,平成11年度,1183,4911,2551,20568,4198,40039,68569,241650,168652,118849,140616,7652,7392,825647
427,　　300 輸送用機械器具製造業,平成12年度,1121,877,181,2651,29519,31179,54130,175524,172205,165641,147024,14941,10369,804241
428,　　300 輸送用機械器具製造業,平成13年度,1117,1881,1472,2696,8311,11993,28106,233913,171119,83647,136787,78127,9292,767344
429,　　300 輸送用機械器具製造業,平成14年度,1108,1126,620,799,2690,5237,10758,173896,176096,139596,112462,42909,81750,747939
431,　　　301 自動車・同附属品製造業,平成10年度,949,12605,3290,9878,8914,26430,45867,313935,115467,95676,81542,31835,4131,749570
432,　　　301 自動車・同附属品製造業,平成11年度,952,922,2453,18096,3369,21773,63275,223469,153830,113417,138738,5602,5149,750093
433,　　　301 自動車・同附属品製造業,平成12年度,896,453,181,631,26972,28570,33044,157245,151827,161671,144379,12254,8971,726198
434,　　　301 自動車・同附属品製造業,平成13年度,890,1209,1074,2631,5338,9677,24290,194865,158006,73328,133584,77042,7754,688798
435,　　　301 自動車・同附属品製造業,平成14年度,874,640,75,541,1823,3808,7056,135284,160409,133649,108740,40070,79494,671589
437,　　　309 その他の輸送用機械器具製造業,平成10年度,250,4305,793,1349,2548,1858,5191,35746,9688,6386,7555,3518,1996,80933
438,　　　309 その他の輸送用機械器具製造業,平成11年度,231,3989,98,2472,829,18266,5294,18181,14822,5432,1878,2050,2243,75554
439,　　　309 その他の輸送用機械器具製造業,平成12年度,225,424,-,2020,2547,2609,21086,18279,20378,3970,2645,2687,1398,78043
440,　　　309 その他の輸送用機械器具製造業,平成13年度,227,672,398,65,2973,2316,3816,39048,13113,10319,3203,1085,1538,78546
441,　　　309 その他の輸送用機械器具製造業,平成14年度,234,486,545,258,867,1429,3702,38612,15687,5947,3722,2839,2256,76350
443,　　310 精密機械器具製造業,平成10年度,367,2113,260,445,2391,2172,10521,19391,27116,14618,6451,5965,19497,110940
444,　　310 精密機械器具製造業,平成11年度,367,760,735,60,3535,829,5318,25115,25331,14446,14949,4794,20816,116688
445,　　310 精密機械器具製造業,平成12年度,354,329,1047,416,733,1478,4154,18856,18171,14486,14158,7133,26010,106971
446,　　310 精密機械器具製造業,平成13年度,348,2873,4595,1085,1118,3903,9889,19026,18084,13820,7994,4167,14826,101380
447,　　310 精密機械器具製造業,平成14年度,370,1790,70,865,1689,2746,3335,18643,29132,11738,10965,11601,14451,107025
449,　　　311 医療用機械器具・医療用品製造業,平成10年度,90,60,-,-,188,-,-,3237,7230,3403,3564,4068,10213,31963
450,　　　311 医療用機械器具・医療用品製造業,平成11年度,88,-,-,-,-,-,52,3895,7774,1819,7387,2292,11930,35149
451,　　　311 医療用機械器具・医療用品製造業,平成12年度,84,-,-,-,-,-,1654,3799,5449,2430,5244,2909,12432,33917
452,　　　311 医療用機械器具・医療用品製造業,平成13年度,89,151,-,-,-,122,2265,2624,5100,4170,3142,2749,7768,28091
453,　　　311 医療用機械器具・医療用品製造業,平成14年度,104,221,-,-,-,348,240,7376,8106,3263,1118,8018,11717,40407
455,　　　312 光学機械器具・レンズ製造業,平成10年度,76,169,-,173,335,1334,3395,4034,5643,2866,1188,132,3483,22752
456,　　　312 光学機械器具・レンズ製造業,平成11年度,75,73,76,-,2584,123,718,3977,7265,2271,2801,1695,2640,24223
457,　　　312 光学機械器具・レンズ製造業,平成12年度,77,-,-,188,224,-,547,2523,5539,2685,4568,1476,4978,22728
458,　　　312 光学機械器具・レンズ製造業,平成13年度,73,615,-,259,541,2129,3078,5444,4824,5673,1836,460,3111,27970
459,　　　312 光学機械器具・レンズ製造業,平成14年度,80,644,70,171,519,1982,633,2709,9224,3329,2044,938,1182,23445
461,　　　313 時計・同部分品製造業,平成10年度,34,268,51,-,930,52,3177,1958,1960,4396,57,68,280,13197
462,　　　313 時計・同部分品製造業,平成11年度,31,-,-,-,90,76,1384,6008,518,3534,416,142,867,13035
463,　　　313 時計・同部分品製造業,平成12年度,24,-,504,-,-,670,393,2296,1403,3363,147,198,545,9519
464,　　　313 時計・同部分品製造業,平成13年度,20,1001,609,244,-,866,3263,628,531,247,189,-,-,7578
465,　　　313 時計・同部分品製造業,平成14年度,16,-,-,262,52,112,612,597,431,1319,2345,577,-,6307
467,　　　319 その他の精密機械器具製造業,平成10年度,167,1616,209,272,938,786,3949,10162,12283,3953,1642,1697,5521,43028
468,　　　319 その他の精密機械器具製造業,平成11年度,173,687,659,60,861,630,3164,11235,9774,6822,4345,665,5379,44281
469,　　　319 その他の精密機械器具製造業,平成12年度,169,329,543,228,509,808,1560,10238,5780,6008,4199,2550,8055,40807
470,　　　319 その他の精密機械器具製造業,平成13年度,166,1106,3986,582,577,786,1283,10330,7629,3730,2827,958,3947,37741
471,　　　319 その他の精密機械器具製造業,平成14年度,170,925,-,432,1118,304,1850,7961,11371,3827,5458,2068,1552,36866
473,　　320 その他の製造業,平成10年度,299,553,595,804,2181,12051,4419,28346,17721,10398,7049,3341,8229,95687
474,　　320 その他の製造業,平成11年度,270,3713,277,84,1148,5597,10348,18831,11593,10382,6380,3596,11841,83790
475,　　320 その他の製造業,平成12年度,273,767,60,440,731,1600,5519,13233,20488,4502,5909,4967,12882,71098
476,　　320 その他の製造業,平成13年度,265,1061,332,643,1326,694,3331,19246,16543,9630,5536,5223,7715,71280
477,　　320 その他の製造業,平成14年度,270,449,611,401,796,800,2988,13791,15146,10241,12352,5882,6140,69597
479,　卸売・小売業,平成10年度,10588,17286,9182,22336,48365,126496,337560,1945614,628835,243411,83795,35556,85838,3584274
480,　卸売・小売業,平成11年度,10390,12571,5410,15222,25815,70413,256358,1940070,787391,220376,90645,59353,125718,3609342
481,　卸売・小売業,平成12年度,9925,8815,4642,15102,28622,87630,290670,1818073,777292,292521,102014,54417,115994,3595792
482,　卸売・小売業,平成13年度,9885,14438,6519,16136,25554,69745,274841,1909949,749155,244293,161963,66062,114442,3653097
483,　卸売・小売業,平成14年度,9513,7748,4243,4916,26579,60738,163513,1885740,907894,268055,132708,81475,119103,3662712
485,　卸売業,平成10年度,6908,9570,4016,12691,14932,53754,143735,921411,305566,83296,45270,17664,42640,1654545
486,　卸売業,平成11年度,6803,6288,2188,6422,8608,24893,99896,902484,364563,107216,38690,30430,52564,1644242
487,　卸売業,平成12年度,6414,4868,1762,4851,9733,22438,112949,784214,343260,146009,51418,24876,56369,1562747
488,　卸売業,平成13年度,6251,4581,2222,6544,14304,26337,165873,868332,228568,103200,46644,26819,37817,1531241
489,　卸売業,平成14年度,6022,3019,1961,3376,14724,27563,74540,862748,270010,98605,42002,35782,44828,1479158
491,　　501 繊維品卸売業,平成10年度,140,248,88,151,555,1230,4360,12152,3318,749,76,92,-,23019
492,　　501 繊維品卸売業,平成11年度,126,-,52,216,-,762,914,13933,2828,538,185,2109,398,21935
493,　　501 繊維品卸売業,平成12年度,108,52,-,97,79,318,897,11150,2414,1596,2367,-,407,19377
494,　　501 繊維品卸売業,平成13年度,95,60,86,114,342,571,902,9364,2063,2477,60,96,-,16135
495,　　501 繊維品卸売業,平成14年度,87,-,101,372,-,57,225,7841,3356,3154,63,149,335,15653
497,　　502 衣服・身の回り品卸売業,平成10年度,480,2033,1793,2606,3970,7302,9809,41980,19030,7664,10666,6395,7144,120392
498,　　502 衣服・身の回り品卸売業,平成11年度,480,1428,817,1234,1941,5384,8993,47291,25454,13844,5385,9771,6844,128386
499,　　502 衣服・身の回り品卸売業,平成12年度,419,2471,402,2152,3090,5637,8766,38947,17593,11421,10098,2037,6252,108866
500,　　502 衣服・身の回り品卸売業,平成13年度,402,846,323,1212,2541,5312,6922,39244,14616,10827,8549,2890,7339,100621
501,　　502 衣服・身の回り品卸売業,平成14年度,365,727,1069,1055,2518,4207,5651,35083,18502,6082,9479,2718,7721,94812
503,　　511 農畜産物・水産物卸売業,平成10年度,541,340,-,-,328,901,3731,80379,13199,1775,973,575,-,102201
504,　　511 農畜産物・水産物卸売業,平成11年度,542,-,51,-,327,764,5653,75196,22345,2399,713,257,241,107946
505,　　511 農畜産物・水産物卸売業,平成12年度,536,-,111,535,418,2658,8426,59385,24218,2752,164,-,90,98757
506,　　511 農畜産物・水産物卸売業,平成13年度,519,179,55,-,937,1350,8769,70002,15227,1291,162,86,74,98132
507,　　511 農畜産物・水産物卸売業,平成14年度,514,299,-,143,147,1173,6305,63496,12369,2271,156,-,8647,95006
509,　　512 食料・飲料卸売業,平成10年度,579,110,50,2384,595,531,11637,102080,18297,10549,1971,1085,2659,151948
510,　　512 食料・飲料卸売業,平成11年度,588,-,-,139,334,354,9312,91556,32285,17581,3675,3623,3791,162650
511,　　512 食料・飲料卸売業,平成12年度,568,63,-,-,272,1614,15685,86483,31520,13133,4045,2279,3170,158264
512,　　512 食料・飲料卸売業,平成13年度,563,128,516,-,679,1402,14453,94765,22945,12675,2323,2947,2138,154971
513,　　512 食料・飲料卸売業,平成14年度,565,251,-,76,755,1073,15800,91346,29039,9620,1052,8092,3045,160149
515,　　521 建築材料卸売業,平成10年度,584,76,91,716,2411,3057,16506,62462,9109,3384,723,88,59,98682
516,　　521 建築材料卸売業,平成11年度,575,242,-,-,602,2648,5738,59563,25371,4842,1280,54,714,101054
517,　　521 建築材料卸売業,平成12年度,514,290,325,161,1194,794,8179,45449,17569,15205,360,494,56,90076
518,　　521 建築材料卸売業,平成13年度,491,133,-,187,724,1236,11664,49664,11609,3794,454,99,132,79696
519,　　521 建築材料卸売業,平成14年度,484,83,-,168,174,750,3686,56361,14242,2733,289,142,554,79182
521,　　522 化学製品卸売業,平成10年度,411,-,-,-,252,869,2924,43545,10838,4647,1750,481,105,65411
522,　　522 化学製品卸売業,平成11年度,413,-,-,-,-,492,2314,39865,12509,6295,2599,112,634,64820
523,　　522 化学製品卸売業,平成12年度,364,-,-,-,61,215,961,36158,13418,3753,648,596,1703,57513
524,　　522 化学製品卸売業,平成13年度,358,64,-,-,86,1830,4092,32131,10781,3774,838,421,364,54381
525,　　522 化学製品卸売業,平成14年度,359,63,-,-,329,462,2516,30865,12444,4449,1194,741,670,53733
527,　　523 鉱物・金属材料卸売業,平成10年度,596,-,94,280,117,6963,10720,111741,14636,3460,1191,76,1319,150597
528,　　523 鉱物・金属材料卸売業,平成11年度,580,-,56,398,274,522,7771,109268,20399,3599,860,233,1350,144730
529,　　523 鉱物・金属材料卸売業,平成12年度,541,-,-,-,210,659,4640,109082,17024,3370,690,481,1070,137226
530,　　523 鉱物・金属材料卸売業,平成13年度,520,-,-,-,-,397,2936,107978,18972,2933,377,127,158,133878
531,　　523 鉱物・金属材料卸売業,平成14年度,525,81,-,-,-,442,4985,101725,15020,4129,1602,332,249,128565
533,　　524 再生資源卸売業,平成10年度,33,-,-,-,-,-,1642,1431,886,197,72,-,-,4228
534,　　524 再生資源卸売業,平成11年度,32,-,-,-,-,-,88,2177,1223,353,94,147,160,4242
535,　　524 再生資源卸売業,平成12年度,32,-,-,-,-,-,-,2426,1024,491,117,248,-,4306
536,　　524 再生資源卸売業,平成13年度,42,-,-,-,-,116,1082,2471,574,346,346,-,487,5422
537,　　524 再生資源卸売業,平成14年度,42,-,-,-,-,51,191,2047,998,518,913,265,195,5178
539,　　531 一般機械器具卸売業,平成10年度,689,466,132,2982,868,5986,17782,81688,26831,10704,2462,726,1407,152034
540,　　531 一般機械器具卸売業,平成11年度,664,315,347,1005,1507,3538,13118,80430,25350,10872,4114,1384,3002,144982
541,　　531 一般機械器具卸売業,平成12年度,635,382,385,-,871,4336,6293,57059,39321,11987,7384,3357,5202,136577
542,　　531 一般機械器具卸売業,平成13年度,608,124,102,385,1720,2226,10054,73358,20655,10915,4406,1927,2408,128280
